time,frequency,confidence
329.750,83.159,0.464860
329.760,82.876,0.560089
329.770,81.806,0.155741
329.780,151.084,0.114871
329.790,138.161,0.088087
329.800,124.058,0.121011
329.810,262.896,0.097777
329.820,152.550,0.055365
329.830,239.528,0.069172
329.840,291.502,0.155159
329.850,200.807,0.115508
329.860,197.234,0.255761
329.870,196.956,0.196063
329.880,196.107,0.155191
329.890,699.436,0.133556
329.900,347.854,0.399015
329.910,346.619,0.382484
329.920,345.043,0.573509
329.930,340.019,0.443475
329.940,333.024,0.120659
329.950,175.964,0.108585
329.960,285.166,0.089681
329.970,77.859,0.140605
329.980,557.794,0.083414
329.990,1222.046,0.063118
330.000,137.280,0.071682
330.010,544.818,0.179586
330.020,357.508,0.118190
330.030,369.883,0.148767
330.040,370.038,0.188598
330.050,364.802,0.177018
330.060,239.790,0.228210
330.070,237.330,0.253917
330.080,239.447,0.137862
330.090,370.121,0.134740
330.100,242.686,0.162780
330.110,240.024,0.141887
330.120,238.780,0.513573
330.130,237.475,0.414721
330.140,249.622,0.186095
330.150,249.746,0.180571
330.160,231.605,0.124341
330.170,226.783,0.045897
330.180,150.441,0.080968
330.190,38.333,0.096882
330.200,186.482,0.194335
330.210,186.560,0.313203
330.220,182.972,0.158269
330.230,266.922,0.077369
330.240,553.337,0.177094
330.250,234.597,0.133461
330.260,233.578,0.480482
330.270,232.663,0.624553
330.280,232.856,0.565132
330.290,232.244,0.277824
330.300,265.113,0.106787
330.310,262.342,0.472959
330.320,261.360,0.534734
330.330,260.330,0.534794
330.340,260.936,0.524051
330.350,261.926,0.457940
330.360,262.265,0.301408
330.370,262.655,0.153842
330.380,153.165,0.053123
330.390,152.572,0.095387
330.400,76.992,0.078299
330.410,37.466,0.099490
330.420,37.965,0.103998
330.430,78.546,0.180638
330.440,265.627,0.297410
330.450,261.219,0.295175
330.460,260.659,0.142571
330.470,524.196,0.219514
330.480,528.174,0.227908
330.490,526.460,0.209238
330.500,92.317,0.136560
330.510,464.492,0.233170
330.520,459.504,0.303030
330.530,230.566,0.503365
330.540,231.597,0.659352
330.550,230.274,0.507311
330.560,227.635,0.271383
330.570,176.596,0.092162
330.580,383.732,0.105043
330.590,411.539,0.151786
330.600,413.094,0.344866
330.610,414.830,0.340939
330.620,207.719,0.502045
330.630,421.145,0.318851
330.640,139.162,0.244099
330.650,135.565,0.217925
330.660,131.319,0.122980
330.670,130.591,0.081501
330.680,120.288,0.079717
330.690,124.075,0.138822
330.700,32.544,0.119449
330.710,32.580,0.187929
330.720,350.404,0.089068
330.730,191.860,0.187478
330.740,192.282,0.536886
330.750,192.741,0.549276
330.760,194.458,0.423495
330.770,194.887,0.158541
330.780,240.175,0.150366
330.790,242.061,0.507868
330.800,245.135,0.671544
330.810,248.528,0.523683
330.820,747.112,0.230904
330.830,259.842,0.131810
330.840,275.807,0.328947
330.850,281.445,0.694798
330.860,285.183,0.615327
330.870,293.381,0.623981
330.880,299.954,0.578487
330.890,306.916,0.483674
330.900,124.711,0.303593
330.910,320.086,0.153657
330.920,326.623,0.332448
330.930,329.076,0.366563
330.940,330.699,0.562057
330.950,330.947,0.531790
330.960,331.613,0.494985
330.970,329.927,0.301537
330.980,329.059,0.371826
330.990,331.023,0.270260
331.000,330.821,0.242794
331.010,330.626,0.262107
331.020,331.548,0.299738
331.030,326.018,0.186985
331.040,326.649,0.333900
331.050,327.160,0.485984
331.060,328.044,0.557213
331.070,331.717,0.577844
331.080,332.648,0.546412
331.090,332.006,0.581004
331.100,329.737,0.213205
331.110,162.222,0.210850
331.120,150.973,0.250242
331.130,130.558,0.166784
331.140,376.478,0.219489
331.150,266.927,0.275059
331.160,267.624,0.437303
331.170,266.171,0.429638
331.180,265.342,0.325110
331.190,262.634,0.137833
331.200,523.374,0.113367
331.210,536.610,0.195724
331.220,825.743,0.142288
331.230,830.474,0.312400
331.240,835.254,0.445539
331.250,416.537,0.361535
331.260,416.906,0.549288
331.270,415.958,0.757313
331.280,413.627,0.598646
331.290,813.609,0.440198
331.300,401.306,0.642149
331.310,397.430,0.827185
331.320,394.518,0.785681
331.330,390.098,0.613241
331.340,375.813,0.380948
331.350,363.888,0.445850
331.360,363.569,0.309230
331.370,355.240,0.284653
331.380,318.482,0.272072
331.390,330.337,0.542226
331.400,331.613,0.728992
331.410,332.486,0.721222
331.420,332.670,0.725328
331.430,333.355,0.521199
331.440,369.259,0.332790
331.450,378.925,0.600232
331.460,381.092,0.735374
331.470,383.128,0.738071
331.480,383.049,0.626640
331.490,380.999,0.394989
331.500,367.648,0.262400
331.510,362.946,0.310840
331.520,337.252,0.197147
331.530,331.298,0.214151
331.540,357.877,0.293697
331.550,363.900,0.427793
331.560,381.944,0.480440
331.570,386.351,0.558253
331.580,387.876,0.647906
331.590,389.281,0.585469
331.600,394.262,0.384457
331.610,201.053,0.482124
331.620,201.012,0.701129
331.630,200.174,0.665149
331.640,401.853,0.568884
331.650,401.323,0.774335
331.660,399.279,0.776272
331.670,396.755,0.747949
331.680,393.749,0.745412
331.690,392.465,0.599905
331.700,388.736,0.398486
331.710,411.355,0.349355
331.720,416.596,0.337569
331.730,421.110,0.526282
331.740,421.873,0.658617
331.750,422.728,0.698577
331.760,420.134,0.656813
331.770,825.771,0.641762
331.780,818.161,0.645562
331.790,409.128,0.597696
331.800,407.027,0.826036
331.810,407.786,0.856211
331.820,408.067,0.835416
331.830,407.028,0.727818
331.840,401.774,0.367886
331.850,386.476,0.603464
331.860,386.057,0.707618
331.870,391.431,0.744748
331.880,398.060,0.723323
331.890,405.262,0.784667
331.900,408.050,0.870254
331.910,409.820,0.870298
331.920,410.528,0.873226
331.930,411.027,0.837573
331.940,411.207,0.842514
331.950,410.656,0.830689
331.960,411.707,0.858979
331.970,409.767,0.833043
331.980,407.305,0.858237
331.990,406.445,0.884564
332.000,405.886,0.894602
332.010,405.755,0.896452
332.020,405.821,0.900697
332.030,405.737,0.900211
332.040,405.777,0.898014
332.050,405.720,0.883119
332.060,404.766,0.874331
332.070,404.766,0.868098
332.080,404.348,0.869574
332.090,404.587,0.840048
332.100,404.136,0.838543
332.110,403.341,0.865812
332.120,401.585,0.870605
332.130,400.865,0.852479
332.140,399.718,0.846374
332.150,398.752,0.854821
332.160,398.098,0.838040
332.170,397.753,0.865089
332.180,397.193,0.854846
332.190,396.513,0.878588
332.200,394.586,0.877693
332.210,392.710,0.837380
332.220,388.845,0.603197
332.230,381.690,0.532036
332.240,377.892,0.655029
332.250,375.369,0.688689
332.260,371.545,0.695945
332.270,366.206,0.571107
332.280,362.766,0.205325
332.290,323.170,0.428823
332.300,321.527,0.546548
332.310,321.813,0.624924
332.320,323.097,0.742357
332.330,323.105,0.767341
332.340,322.127,0.779217
332.350,320.763,0.809658
332.360,319.961,0.831267
332.370,320.718,0.790682
332.380,322.417,0.814385
332.390,323.916,0.808520
332.400,324.281,0.812891
332.410,324.428,0.770187
332.420,326.046,0.801828
332.430,328.073,0.790224
332.440,330.692,0.825340
332.450,331.958,0.843759
332.460,331.569,0.862455
332.470,331.290,0.831310
332.480,332.968,0.763006
332.490,333.029,0.688127
332.500,332.754,0.631764
332.510,331.560,0.608660
332.520,331.483,0.583119
332.530,335.051,0.459606
332.540,337.897,0.714839
332.550,337.558,0.781725
332.560,337.337,0.800101
332.570,337.527,0.814394
332.580,338.986,0.827677
332.590,339.834,0.810517
332.600,341.271,0.808362
332.610,341.775,0.810778
332.620,341.390,0.780059
332.630,342.566,0.772647
332.640,344.753,0.794783
332.650,345.053,0.819719
332.660,345.925,0.835520
332.670,346.495,0.868313
332.680,346.761,0.870624
332.690,347.058,0.863353
332.700,347.427,0.829941
332.710,348.142,0.815607
332.720,348.482,0.817985
332.730,349.156,0.825762
332.740,350.542,0.857665
332.750,351.417,0.862923
332.760,351.189,0.839909
332.770,350.762,0.773050
332.780,349.542,0.596650
332.790,349.775,0.603603
332.800,699.040,0.535391
332.810,349.601,0.672026
332.820,349.580,0.727407
332.830,348.521,0.700002
332.840,348.247,0.696448
332.850,347.029,0.754717
332.860,346.281,0.783569
332.870,346.044,0.727484
332.880,344.332,0.662259
332.890,342.234,0.623169
332.900,340.516,0.501794
332.910,333.906,0.544054
332.920,330.512,0.567300
332.930,326.837,0.654021
332.940,323.986,0.771397
332.950,321.669,0.754748
332.960,319.018,0.783604
332.970,315.416,0.666731
332.980,316.254,0.431234
332.990,285.843,0.247537
333.000,280.186,0.353852
333.010,138.884,0.294242
333.020,270.425,0.381843
333.030,410.906,0.254285
333.040,250.083,0.395214
333.050,245.056,0.482152
333.060,240.617,0.494047
333.070,237.566,0.594870
333.080,231.643,0.400536
333.090,425.845,0.141466
333.100,419.737,0.140961
333.110,211.304,0.085854
333.120,207.985,0.081916
333.130,205.116,0.079677
333.140,369.702,0.074518
333.150,372.447,0.197098
333.160,376.907,0.291096
333.170,377.359,0.600332
333.180,380.402,0.551824
333.190,385.176,0.552009
333.200,384.565,0.270545
333.210,386.290,0.421880
333.220,384.942,0.603838
333.230,385.975,0.685483
333.240,385.149,0.667942
333.250,382.926,0.530890
333.260,377.511,0.344220
333.270,385.578,0.118303
333.280,385.905,0.137185
333.290,796.968,0.104434
333.300,790.920,0.095255
333.310,234.678,0.083764
333.320,236.571,0.138045
333.330,238.250,0.123211
333.340,244.703,0.077145
333.350,48.688,0.138318
333.360,1705.191,0.093862
333.370,117.551,0.182737
333.380,117.933,0.188942
333.390,118.721,0.146613
333.400,326.106,0.501129
333.410,325.060,0.449651
333.420,1292.575,0.146581
333.430,365.258,0.503075
333.440,367.656,0.723147
333.450,369.648,0.778662
333.460,370.342,0.800260
333.470,371.018,0.780333
333.480,371.669,0.748928
333.490,372.229,0.540398
333.500,375.570,0.245532
333.510,128.572,0.270374
333.520,128.719,0.280678
333.530,129.187,0.335602
333.540,129.539,0.252050
333.550,388.774,0.295934
333.560,384.768,0.569654
333.570,387.544,0.566681
333.580,388.033,0.570965
333.590,384.673,0.542136
333.600,373.000,0.352977
333.610,363.585,0.499563
333.620,364.996,0.507749
333.630,364.203,0.559050
333.640,358.394,0.581603
333.650,354.089,0.586797
333.660,350.462,0.495707
333.670,347.946,0.436368
333.680,345.451,0.398517
333.690,348.990,0.553958
333.700,346.794,0.349482
333.710,349.657,0.160020
333.720,351.366,0.104448
333.730,65.828,0.186341
333.740,65.435,0.357227
333.750,126.686,0.229022
333.760,127.225,0.157510
333.770,207.848,0.445570
333.780,208.854,0.389345
333.790,268.554,0.366972
333.800,266.193,0.574195
333.810,262.305,0.630426
333.820,256.539,0.393239
333.830,252.928,0.446462
333.840,249.903,0.202887
333.850,84.021,0.111574
333.860,140.407,0.139846
333.870,334.269,0.110827
333.880,389.863,0.233620
333.890,393.792,0.539742
333.900,390.347,0.507226
333.910,389.426,0.579588
333.920,390.196,0.576913
333.930,391.678,0.625343
333.940,130.077,0.425638
333.950,388.819,0.184261
333.960,128.091,0.190366
333.970,304.225,0.327224
333.980,308.140,0.746827
333.990,312.227,0.763018
334.000,320.100,0.615624
334.010,325.926,0.591627
334.020,328.582,0.607566
334.030,330.826,0.390794
334.040,332.851,0.185001
334.050,710.553,0.473372
334.060,720.002,0.515548
334.070,722.684,0.510810
334.080,727.531,0.470064
334.090,366.369,0.674110
334.100,367.067,0.810421
334.110,367.466,0.857281
334.120,366.513,0.888146
334.130,366.772,0.909051
334.140,367.607,0.899937
334.150,368.813,0.888172
334.160,369.377,0.884413
334.170,368.916,0.881692
334.180,367.234,0.892996
334.190,364.425,0.824315
334.200,362.172,0.728121
334.210,358.398,0.703627
334.220,355.017,0.552092
334.230,330.105,0.196469
334.240,130.974,0.484724
334.250,129.646,0.341413
334.260,295.198,0.541655
334.270,294.174,0.638581
334.280,294.992,0.824332
334.290,295.608,0.716412
334.300,294.519,0.320944
334.310,320.449,0.377474
334.320,326.813,0.700305
334.330,328.017,0.731614
334.340,331.668,0.683824
334.350,337.114,0.525312
334.360,347.012,0.615432
334.370,352.756,0.836167
334.380,355.930,0.890966
334.390,358.202,0.894208
334.400,359.239,0.891424
334.410,359.011,0.843300
334.420,357.071,0.776383
334.430,351.005,0.502813
334.440,347.410,0.441306
334.450,344.736,0.391561
334.460,678.368,0.477841
334.470,674.375,0.573095
334.480,675.422,0.428098
334.490,678.342,0.230695
334.500,342.515,0.217791
334.510,345.842,0.399505
334.520,350.948,0.687993
334.530,352.268,0.642776
334.540,354.768,0.661074
334.550,708.609,0.577721
334.560,355.062,0.634946
334.570,353.698,0.656721
334.580,351.496,0.665019
334.590,350.322,0.497594
334.600,346.590,0.294081
334.610,257.546,0.280011
334.620,257.184,0.206334
334.630,329.117,0.299337
334.640,326.816,0.429350
334.650,320.630,0.599253
334.660,317.106,0.583055
334.670,311.961,0.377924
334.680,76.868,0.286702
334.690,317.126,0.471601
334.700,344.033,0.520334
334.710,351.030,0.744224
334.720,355.928,0.804050
334.730,357.970,0.857896
334.740,358.627,0.888484
334.750,358.562,0.882484
334.760,358.086,0.882001
334.770,357.303,0.887967
334.780,355.284,0.885261
334.790,351.919,0.846696
334.800,349.263,0.668436
334.810,344.663,0.423493
334.820,333.832,0.236626
334.830,302.362,0.624256
334.840,298.125,0.736451
334.850,300.133,0.513344
334.860,348.203,0.457640
334.870,356.779,0.605734
334.880,357.840,0.776402
334.890,358.613,0.817640
334.900,360.289,0.796272
334.910,358.842,0.801407
334.920,356.471,0.839114
334.930,353.276,0.827676
334.940,347.162,0.744389
334.950,341.963,0.589800
334.960,334.680,0.465901
334.970,327.013,0.332848
334.980,620.894,0.309265
334.990,614.888,0.322020
335.000,601.863,0.293343
335.010,601.619,0.212408
335.020,412.014,0.131216
335.030,409.135,0.267945
335.040,406.470,0.156818
335.050,408.392,0.325868
335.060,413.021,0.399833
335.070,410.951,0.330609
335.080,408.496,0.421936
335.090,407.816,0.589007
335.100,406.123,0.541947
335.110,407.710,0.426711
335.120,173.444,0.156375
335.130,173.931,0.136769
335.140,176.554,0.236087
335.150,175.426,0.356782
335.160,175.001,0.546179
335.170,172.337,0.350530
335.180,82.785,0.130757
335.190,168.817,0.112062
335.200,311.605,0.100205
335.210,152.845,0.123748
335.220,37.390,0.105133
335.230,173.822,0.226096
335.240,173.620,0.235532
335.250,176.949,0.271041
335.260,183.458,0.268074
335.270,183.541,0.282563
335.280,143.713,0.218934
335.290,150.396,0.262144
335.300,182.278,0.225264
335.310,155.965,0.184402
335.320,155.909,0.114497
335.330,145.958,0.194396
335.340,344.644,0.257856
335.350,347.225,0.276497
335.360,176.070,0.103292
335.370,417.186,0.116049
335.380,415.069,0.336831
335.390,417.704,0.299367
335.400,826.235,0.338118
335.410,823.135,0.198319
335.420,814.964,0.077215
335.430,579.931,0.364671
335.440,587.327,0.768300
335.450,591.712,0.730304
335.460,594.443,0.627337
335.470,297.320,0.685478
335.480,296.960,0.801559
335.490,294.967,0.879920
335.500,292.272,0.845070
335.510,289.016,0.815687
335.520,286.886,0.742151
335.530,281.647,0.566933
335.540,276.056,0.217509
335.550,199.129,0.196962
335.560,194.128,0.302667
335.570,189.526,0.298084
335.580,186.077,0.362311
335.590,254.443,0.124011
335.600,253.909,0.250708
335.610,252.953,0.282317
335.620,255.891,0.276500
335.630,520.795,0.235890
335.640,105.996,0.227876
335.650,108.896,0.182034
335.660,660.558,0.228991
335.670,665.166,0.609113
335.680,669.167,0.847280
335.690,667.768,0.857146
335.700,664.028,0.862795
335.710,659.207,0.874625
335.720,655.915,0.749648
335.730,319.518,0.220174
335.740,295.439,0.507285
335.750,302.947,0.718990
335.760,306.479,0.712585
335.770,310.372,0.691913
335.780,313.083,0.653552
335.790,315.846,0.685805
335.800,315.581,0.644751
335.810,314.989,0.651975
335.820,311.590,0.668619
335.830,306.003,0.676532
335.840,299.548,0.771566
335.850,293.182,0.698177
335.860,284.972,0.769502
335.870,281.535,0.854718
335.880,283.731,0.741158
335.890,288.454,0.726964
335.900,292.060,0.692702
335.910,294.065,0.694037
335.920,298.799,0.529366
335.930,348.426,0.299095
335.940,345.807,0.431136
335.950,347.965,0.564794
335.960,348.392,0.730685
335.970,350.161,0.796860
335.980,348.815,0.730767
335.990,345.619,0.535192
336.000,341.448,0.339698
336.010,337.527,0.625120
336.020,339.458,0.613293
336.030,336.248,0.525684
336.040,326.614,0.416877
336.050,322.380,0.603066
336.060,322.979,0.283304
336.070,326.454,0.205443
336.080,1341.286,0.153272
336.090,1333.479,0.149170
336.100,87.353,0.087264
336.110,266.505,0.091852
336.120,270.079,0.113980
336.130,661.467,0.226526
336.140,659.947,0.249833
336.150,271.452,0.295248
336.160,263.601,0.256293
336.170,257.372,0.498572
336.180,257.242,0.585382
336.190,257.191,0.446144
336.200,262.487,0.274208
336.210,265.074,0.469255
336.220,263.494,0.461080
336.230,257.410,0.363711
336.240,256.447,0.260294
336.250,300.963,0.084776
336.260,295.807,0.118863
336.270,411.553,0.074184
336.280,341.212,0.427949
336.290,345.476,0.535985
336.300,343.032,0.598137
336.310,339.587,0.649493
336.320,337.742,0.596991
336.330,335.815,0.463852
336.340,332.504,0.620148
336.350,332.557,0.532069
336.360,330.539,0.459937
336.370,134.906,0.116736
336.380,276.081,0.273632
336.390,281.174,0.178969
336.400,196.865,0.355869
336.410,196.357,0.596098
336.420,195.028,0.679282
336.430,194.471,0.650398
336.440,292.556,0.420156
336.450,303.949,0.336470
336.460,324.616,0.444506
336.470,326.158,0.621302
336.480,326.596,0.689434
336.490,329.230,0.783228
336.500,329.655,0.776297
336.510,330.932,0.605337
336.520,333.817,0.450727
336.530,336.641,0.509965
336.540,339.343,0.619287
336.550,342.702,0.679109
336.560,344.117,0.748028
336.570,346.952,0.791876
336.580,346.971,0.750236
336.590,348.865,0.636385
336.600,349.950,0.632652
336.610,700.368,0.510274
336.620,699.957,0.673204
336.630,698.091,0.699533
336.640,695.966,0.758077
336.650,690.504,0.646544
336.660,681.779,0.615275
336.670,677.516,0.708594
336.680,671.765,0.806557
336.690,665.959,0.827854
336.700,660.271,0.835674
336.710,653.840,0.810105
336.720,645.905,0.597019
336.730,316.334,0.441723
336.740,309.176,0.407922
336.750,302.106,0.284412
336.760,298.065,0.173296
336.770,134.265,0.138247
336.780,271.701,0.251485
336.790,269.000,0.273234
336.800,534.121,0.148331
336.810,538.175,0.111717
336.820,125.396,0.114188
336.830,127.920,0.122808
336.840,596.610,0.131038
336.850,594.004,0.356839
336.860,589.534,0.124477
336.870,133.988,0.171778
336.880,535.335,0.470426
336.890,536.407,0.689136
336.900,537.169,0.299202
336.910,271.789,0.208828
336.920,276.223,0.229570
336.930,139.071,0.317951
336.940,269.585,0.183523
336.950,159.414,0.381457
336.960,160.999,0.378497
336.970,168.840,0.537562
336.980,172.039,0.308011
336.990,284.348,0.191496
337.000,281.860,0.536422
337.010,280.678,0.363237
337.020,140.812,0.229759
337.030,461.617,0.702012
337.040,465.835,0.786793
337.050,468.700,0.742180
337.060,473.967,0.629315
337.070,472.310,0.354841
337.080,395.822,0.119044
337.090,133.601,0.238609
337.100,134.354,0.300274
337.110,133.016,0.244253
337.120,135.736,0.423564
337.130,175.938,0.156425
337.140,175.162,0.127270
337.150,138.756,0.128368
337.160,139.345,0.223434
337.170,137.713,0.173110
337.180,274.547,0.404020
337.190,271.800,0.743441
337.200,271.507,0.757353
337.210,272.300,0.765700
337.220,271.860,0.768011
337.230,271.450,0.814968
337.240,271.416,0.772358
337.250,270.978,0.592022
337.260,272.250,0.294699
337.270,275.257,0.653150
337.280,275.323,0.765587
337.290,276.008,0.831694
337.300,275.137,0.823143
337.310,275.018,0.747648
337.320,274.027,0.760953
337.330,271.304,0.649592
337.340,268.994,0.575977
337.350,264.072,0.387196
337.360,257.253,0.275459
337.370,254.604,0.227166
337.380,126.326,0.197698
337.390,309.549,0.552188
337.400,306.954,0.443041
337.410,301.690,0.340209
337.420,295.548,0.174370
337.430,295.580,0.128079
337.440,172.491,0.183398
337.450,172.579,0.232598
337.460,167.651,0.275414
337.470,162.990,0.213109
337.480,142.268,0.363268
337.490,140.956,0.381738
337.500,257.184,0.185268
337.510,258.271,0.274369
337.520,264.133,0.290246
337.530,269.089,0.485325
337.540,270.709,0.672042
337.550,269.997,0.800140
337.560,270.523,0.834381
337.570,271.371,0.800292
337.580,275.623,0.759160
337.590,279.368,0.712152
337.600,285.388,0.716505
337.610,294.140,0.823647
337.620,301.402,0.587281
337.630,306.279,0.672129
337.640,309.792,0.721061
337.650,311.415,0.769073
337.660,311.568,0.772247
337.670,311.431,0.712143
337.680,310.005,0.407184
337.690,616.325,0.137224
337.700,148.571,0.072521
337.710,145.495,0.193256
337.720,143.683,0.155257
337.730,145.862,0.078397
337.740,200.806,0.094182
337.750,194.552,0.138970
337.760,169.506,0.232886
337.770,169.338,0.438034
337.780,167.131,0.515954
337.790,163.873,0.236857
337.800,168.021,0.160714
337.810,170.464,0.142394
337.820,170.527,0.201888
337.830,291.902,0.305356
337.840,294.433,0.624971
337.850,298.908,0.402653
337.860,298.111,0.146423
337.870,272.171,0.151420
337.880,344.682,0.114517
337.890,538.290,0.248454
337.900,350.663,0.155232
337.910,349.270,0.479487
337.920,347.425,0.724927
337.930,345.750,0.793054
337.940,345.622,0.754572
337.950,346.764,0.512488
337.960,346.032,0.281904
337.970,316.219,0.172111
337.980,358.403,0.456009
337.990,358.337,0.683373
338.000,359.175,0.819872
338.010,359.611,0.869571
338.020,359.008,0.879125
338.030,357.030,0.867662
338.040,354.651,0.899087
338.050,352.030,0.884871
338.060,350.619,0.889758
338.070,349.516,0.739045
338.080,349.629,0.456897
338.090,319.247,0.357537
338.100,320.168,0.544048
338.110,331.110,0.606861
338.120,336.834,0.610224
338.130,339.615,0.710224
338.140,339.173,0.721587
338.150,336.737,0.490383
338.160,327.025,0.406806
338.170,313.933,0.438507
338.180,310.138,0.187973
338.190,186.424,0.387859
338.200,186.747,0.267895
338.210,186.909,0.153528
338.220,186.663,0.064218
338.230,407.162,0.104529
338.240,427.733,0.137392
338.250,87.879,0.078183
338.260,177.257,0.162570
338.270,178.338,0.307917
338.280,175.723,0.184187
338.290,285.364,0.694517
338.300,287.542,0.835415
338.310,288.789,0.779745
338.320,291.217,0.360668
338.330,316.811,0.480164
338.340,318.516,0.730644
338.350,320.026,0.871458
338.360,319.874,0.857255
338.370,318.414,0.801129
338.380,316.554,0.724410
338.390,310.658,0.425831
338.400,494.433,0.395274
338.410,493.109,0.552895
338.420,488.064,0.443378
338.430,481.855,0.231126
338.440,457.510,0.297282
338.450,453.577,0.102197
338.460,406.950,0.202574
338.470,193.745,0.154207
338.480,191.776,0.329604
338.490,188.430,0.212068
338.500,190.872,0.158869
338.510,167.356,0.215305
338.520,165.972,0.102780
338.530,145.722,0.145235
338.540,37.207,0.219928
338.550,139.238,0.120704
338.560,416.244,0.357331
338.570,418.171,0.712369
338.580,419.141,0.783796
338.590,419.321,0.749512
338.600,421.175,0.707289
338.610,419.916,0.719778
338.620,420.168,0.576571
338.630,422.022,0.499867
338.640,424.140,0.474373
338.650,173.858,0.259835
338.660,169.130,0.380657
338.670,166.959,0.532094
338.680,168.601,0.464627
338.690,173.053,0.446970
338.700,180.030,0.267173
338.710,202.554,0.224881
338.720,204.752,0.340191
338.730,203.924,0.522159
338.740,203.758,0.518805
338.750,203.848,0.446863
338.760,196.118,0.189035
338.770,143.201,0.365199
338.780,139.916,0.431055
338.790,141.218,0.293125
338.800,140.683,0.319427
338.810,136.996,0.296796
338.820,135.329,0.310982
338.830,134.674,0.420671
338.840,135.533,0.250014
338.850,137.134,0.353557
338.860,270.385,0.471851
338.870,262.852,0.362915
338.880,129.420,0.139495
338.890,202.733,0.093297
338.900,203.598,0.269419
338.910,205.889,0.221222
338.920,203.470,0.307587
338.930,158.273,0.211949
338.940,164.141,0.158835
338.950,159.641,0.147198
338.960,377.915,0.161680
338.970,329.656,0.258752
338.980,317.950,0.373808
338.990,316.196,0.630108
339.000,316.329,0.823763
339.010,318.608,0.849237
339.020,323.150,0.721614
339.030,332.909,0.562562
339.040,340.294,0.715325
339.050,345.590,0.809451
339.060,349.748,0.883141
339.070,351.907,0.906501
339.080,353.657,0.902990
339.090,353.718,0.888988
339.100,353.150,0.877846
339.110,351.973,0.887417
339.120,349.953,0.899133
339.130,346.582,0.792031
339.140,342.910,0.642313
339.150,334.514,0.596942
339.160,317.499,0.497703
339.170,318.195,0.589097
339.180,327.831,0.606195
339.190,335.314,0.734050
339.200,337.671,0.780900
339.210,337.661,0.811085
339.220,337.643,0.791771
339.230,336.511,0.750142
339.240,339.522,0.594521
339.250,347.208,0.652668
339.260,350.279,0.848626
339.270,351.989,0.873462
339.280,351.442,0.865960
339.290,350.471,0.798756
339.300,346.876,0.473929
339.310,690.968,0.544710
339.320,676.354,0.591443
339.330,664.483,0.770715
339.340,656.310,0.765124
339.350,321.713,0.612664
339.360,318.207,0.673596
339.370,312.392,0.497038
339.380,304.132,0.378998
339.390,301.487,0.305569
339.400,302.178,0.138789
339.410,314.816,0.141721
339.420,173.313,0.194438
339.430,336.972,0.356829
339.440,335.526,0.470941
339.450,335.790,0.619601
339.460,333.215,0.641433
339.470,332.093,0.628433
339.480,330.008,0.655904
339.490,328.150,0.504328
339.500,330.217,0.269503
339.510,324.862,0.450897
339.520,325.471,0.283132
339.530,334.282,0.381165
339.540,330.930,0.373301
339.550,344.677,0.281336
339.560,344.863,0.513864
339.570,347.650,0.564999
339.580,349.163,0.752952
339.590,347.171,0.635736
339.600,347.406,0.651877
339.610,342.845,0.770940
339.620,341.468,0.820791
339.630,342.354,0.815508
339.640,344.394,0.773490
339.650,345.104,0.800204
339.660,345.902,0.813928
339.670,344.600,0.788074
339.680,341.070,0.788892
339.690,337.431,0.760465
339.700,332.151,0.792547
339.710,328.264,0.549558
339.720,312.685,0.380895
339.730,305.725,0.433425
339.740,304.673,0.409113
339.750,306.121,0.423927
339.760,305.312,0.621854
339.770,306.840,0.665412
339.780,309.119,0.599001
339.790,329.301,0.299404
339.800,339.684,0.601315
339.810,341.092,0.798340
339.820,341.872,0.857780
339.830,341.830,0.846957
339.840,340.365,0.821903
339.850,337.644,0.812876
339.860,335.860,0.835897
339.870,334.572,0.847908
339.880,332.862,0.790385
339.890,331.507,0.784304
339.900,330.085,0.771339
339.910,327.458,0.779257
339.920,323.626,0.704146
339.930,315.951,0.613604
339.940,309.179,0.606764
339.950,302.529,0.715923
339.960,298.476,0.745848
339.970,292.918,0.280844
339.980,280.712,0.219891
339.990,547.031,0.399878
340.000,272.448,0.651276
340.010,270.396,0.380671
340.020,290.628,0.223646
340.030,300.165,0.425076
340.040,304.136,0.764842
340.050,304.408,0.698792
340.060,303.856,0.381962
340.070,600.252,0.254529
340.080,298.195,0.292181
340.090,193.906,0.097735
340.100,283.954,0.160101
340.110,276.735,0.357172
340.120,273.447,0.695965
340.130,270.235,0.708446
340.140,265.865,0.715764
340.150,261.992,0.639139
340.160,257.991,0.525031
340.170,254.446,0.506500
340.180,254.927,0.588431
340.190,256.783,0.758207
340.200,260.454,0.774604
340.210,265.286,0.792920
340.220,268.261,0.856658
340.230,269.558,0.887815
340.240,269.373,0.852527
340.250,270.763,0.785155
340.260,273.092,0.719846
340.270,277.287,0.701327
340.280,277.743,0.821746
340.290,277.498,0.870579
340.300,276.745,0.834879
340.310,276.329,0.780176
340.320,277.061,0.733281
340.330,276.229,0.684565
340.340,275.168,0.675834
340.350,274.139,0.756388
340.360,272.835,0.773016
340.370,274.028,0.695509
340.380,276.619,0.519946
340.390,281.836,0.272216
340.400,667.107,0.218434
340.410,595.955,0.459982
340.420,603.025,0.568418
340.430,609.495,0.712710
340.440,616.722,0.726147
340.450,310.416,0.425054
340.460,307.553,0.246732
340.470,62.334,0.315127
340.480,125.435,0.192919
340.490,125.950,0.258569
